profesor,rating,fecha,calidad_general,facilidad,tags,num_reviews,promedio,resumen,enlace
"Sánchez Dinorín, Gerardo","5, 5, 5, 5, 3, 3, 4, 4, 4, 4, 5, 5, 5, 5, 3, 3, 4, 4, 4, 4, 4, 3, 4, 4, 5, 3, 2, 5, 4, 5, 4, 5, 4, 5, 5, 3, 4, 5, 5, 5, 4, 4, 5, 4, 4, 4, 4","30/Jun/2025, 30/Jun/2025, 13/Jul/2024, 13/Jul/2024, 28/Jun/2024, 28/Jun/2024, 21/Jun/2024, 21/Jun/2024, 11/Ene/2024, 11/Ene/2024, 30/Jun/2025, 30/Jun/2025, 13/Jul/2024, 13/Jul/2024, 28/Jun/2024, 28/Jun/2024, 21/Jun/2024, 21/Jun/2024, 11/Ene/2024, 11/Ene/2024, 26/Jul/2023, 04/Jul/2023, 11/Jun/2023, 08/Jun/2023, 30/Jun/2022, 19/Jun/2022, 23/Feb/2022, 12/Ago/2021, 11/Ago/2021, 09/Ago/2021, 10/Feb/2021, 08/Feb/2021, 07/Feb/2021, 10/Sep/2020, 25/Dic/2019, 12/Dic/2019, 10/Dic/2019, 23/Jul/2019, 08/Jun/2019, 15/Mar/2019, 14/Ene/2019, 03/Jul/2018, 25/Jun/2018, 14/Jun/2018, 22/May/2018, 09/May/2018, 09/May/2018","10.0, 10.0, 9.0, 9.0, 10.0, 10.0, 8.0, 8.0, 10.0, 10.0, 10.0, 10.0, 9.0, 9.0, 10.0, 10.0, 8.0, 8.0, 10.0, 10.0, 10.0, 8.0, 10.0, 8.0, 9.0, 9.0, 10.0, 10.0, 8.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 9.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 6.0, 9.0, 10.0, 10.0","6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 8.0, 8.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 8.0, 8.0, 6.0, 6.0, 6.0, 6.0, 6.0, 4.0, 8.0, 8.0, 6.0, 8.0, 6.0, 6.0, 8.0, 10.0, 8.0, 6.0, 8.0, 8.0, 4.0, 4.0, 8.0, 4.0, 6.0, 10.0, 8.0, 6.0, 6.0, 6.0, 6.0","TOMARÍA SU CLASE OTRA VEZ, DA CRÉDITO EXTRA, MUY CÓMICO, LOS EXÁMENES SON DIFÍCILES, ASISTENCIA OBLIGATORIA, CLASES EXCELENTES, BRINDA APOYO, RESPETADO POR LOS ESTUDIANTES, POCOS EXÁMENES, INSPIRACIONAL, MUCHOS EXÁMENES, DA BUENA RETROALIMENTACIÓN, ASPECTOS DE CALIFICACIÓN CLAROS, CALIFICA DURO",34,9.5,"El texto describe a varios profesores de Neurobiología, destacando sus fortalezas y debilidades en términos de enseñanza, claridad en la explicación, evaluación y participación del estudiante. Los profesores son descritos como claros, comprensivos, empáticos y amables, pero también como rápidos en la explicación, exigentes en la evaluación y a veces poco participativos en la clase. Se mencionan sus fortalezas en la estructura de las clases, la facilidad de anotación, la claridad en la explicación y la capacidad de resolver dudas. También se destacan sus debilidades en la falta de participación del estudiante, el ritmo rápido de la explicación y la dificultad de los exámenes. Sin embargo, se menciona que los profesores son muy buenos en su materia y que su evaluación es justa y clara.",
"Sánchez García, Lizbeth",2,26/Jun/2019,5.0,6.0,"LAS CLASES SON LARGAS, PREPÁRATE PARA LEER, LA PARTICIPACIÓN IMPORTA",1,5.0,La falta de participación activa en clase lleva a que los estudiantes se contenten con repetir lo que leen. Las actividades organizadas por ellos mismos son insatisfactorias y no contribuyen a la educación. Esto hace que el ambiente de clase sea aburrido y sin sentido.,
"Sánchez Gámez, José Luis","2, 3, 2, 4, 3, 2, 1, 5, 5, 4, 4","11/Mar/2021, 09/Oct/2016, 10/Ago/2015, 30/Jul/2013, 07/Jun/2013, 02/Ene/2013, 30/Jul/2012, 11/Jul/2011, 06/Jul/2011, 02/Ene/2011, 01/Ene/2011","6.0, 5.0, 2.0, 9.0, 8.0, 3.0, 2.0, 9.0, 10.0, 8.0, 8.0","4.0, 4.0, 4.0, 8.0, 8.0, 6.0, 2.0, 10.0, 10.0, 8.0, 8.0","LOS EXÁMENES SON DIFÍCILES, PREPÁRATE PARA LEER, MUCHAS TAREAS, DEJA TRABAJOS LARGOS, LAS CLASES SON LARGAS, CALIFICA DURO",13,6.3,"El texto describe la experiencia de un estudiante con un profesor que, aunque tiene buenas intenciones y es accesible, presenta algunas limitaciones. El estudiante menciona que el profesor no proporciona suficientes instrucciones y que su evaluación es estricta y poco clara. También se señala que el profesor tiene favoritismo y no ofrece ayuda adicional cuando las tareas o evaluaciones son difíciles. Sin embargo, se destaca que el profesor es multidisciplinario y proporciona material resumido, lo que puede ser útil para algunos estudiantes. En general, el estudiante considera que el profesor es bueno, pero necesita mejorar en la claridad de sus instrucciones y en la gestión de las dudas de los alumnos.",
"Sánchez Padilla, Martha Lorena","5, 5, 5, 5, 2, 1, 3, 2","13/Nov/2024, 13/Nov/2024, 13/Nov/2024, 13/Nov/2024, 22/Nov/2023, 22/Sep/2023, 12/Mar/2021, 02/Feb/2021","10.0, 10.0, 10.0, 10.0, 2.0, 4.0, 8.0, 5.0","10.0, 10.0, 10.0, 10.0, 4.0, 2.0, 6.0, 2.0","TOMARÍA SU CLASE OTRA VEZ, PREPÁRATE PARA LEER, LA PARTICIPACIÓN IMPORTA, MUCHOS EXÁMENES, MUCHAS TAREAS, DEJA TRABAJOS LARGOS, DA BUENA RETROALIMENTACIÓN, ASPECTOS DE CALIFICACIÓN CLAROS, CALIFICA DURO",10,7.8,"El material didáctico es útil para aclarar dudas, pero las clases y tareas son extensas y tediosas. La profesora se centra demasiado en la información detallada, sin considerar la necesidad de seleccionar y priorizar la información relevante. Las tareas incluyen muchos cuestionarios mal redactados y preguntas extensas. La evaluación es estricta, pero el contenido no es práctico ni atractivo. La experiencia general es positiva en términos de aclarar dudas, pero la carga de trabajo es desalentadora.",
"Sánchez Sosa, Juan José","2, 2, 3, 3, 4, 4, 5, 5, 5, 5, 2, 2, 3, 3, 4, 4, 5, 5, 5, 5","28/Jun/2023, 28/Jun/2023, 24/Sep/2020, 24/Sep/2020, 27/Ago/2020, 27/Ago/2020, 15/Ene/2019, 15/Ene/2019, 13/Ene/2018, 13/Ene/2018, 28/Jun/2023, 28/Jun/2023, 24/Sep/2020, 24/Sep/2020, 27/Ago/2020, 27/Ago/2020, 15/Ene/2019, 15/Ene/2019, 13/Ene/2018, 13/Ene/2018","7.0, 7.0, 6.0, 6.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 7.0, 7.0, 6.0, 6.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0","6.0, 6.0, 10.0, 10.0, 8.0, 8.0, 6.0, 6.0, 8.0, 8.0, 6.0, 6.0, 10.0, 10.0, 8.0, 8.0, 6.0, 6.0, 8.0, 8.0","TOMARÍA SU CLASE OTRA VEZ, BARCO, MUY CÓMICO, PREPÁRATE PARA LEER, BRINDA APOYO, LA PARTICIPACIÓN IMPORTA, MUCHOS EXÁMENES, INSPIRACIONAL",13,8.2,"El profesor tiene una gran experiencia y conocimiento en su tema, pero su enseñanza se centra en datos curiosos y anécdotas en lugar de en habilidades básicas de enseñanza. Delega en sus adjuntos la creación de material de apoyo, exámenes y calificaciones, lo que puede ser un problema. A pesar de esto, es muy humano y cálido, y utiliza una plataforma de aprendizaje y clases semanales. Es un profesor apasionado que comparte su experiencia en el ámbito de la clínica y deja lecturas de las que se realizan exámenes semanales. Es excelente en su enseñanza, entusiasmado y claro en sus explicaciones, y es muy bien evaluado por los estudiantes.",
"Sánchez Vega, Cuauhtemoc",4,14/Sep/2021,7.0,4.0,"LOS EXÁMENES SON DIFÍCILES, CALIFICA DURO, PREPÁRATE PARA LEER",1,7.0,"Como coordinador de un diplomado con opción a titulación, el trato hacia los alumnos deja mucho que desear. El profesor muestra una actitud humillante y maltrata a los estudiantes al inicio del curso. Sin embargo, a medida que avanza el programa, su trato hacia los alumnos mejora y se vuelve casi humano.",
"Sánchez Xicoténcatl, Carlos Omar","5, 5, 5, 5, 4, 4, 5, 5, 5, 5, 5, 5, 4, 4, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 3, 4, 5, 4, 4, 3, 5, 5, 5, 5","27/Jun/2025, 27/Jun/2025, 07/Jun/2024, 07/Jun/2024, 16/Dic/2023, 16/Dic/2023, 10/Ago/2023, 10/Ago/2023, 27/Jun/2025, 27/Jun/2025, 07/Jun/2024, 07/Jun/2024, 16/Dic/2023, 16/Dic/2023, 10/Ago/2023, 10/Ago/2023, 04/Feb/2021, 27/Dic/2019, 25/Jul/2019, 14/May/2019, 13/Feb/2018, 08/Ene/2018, 27/Jun/2017, 20/Jun/2017, 24/Feb/2015, 22/Ene/2015, 13/Dic/2014, 01/Jul/2014, 20/Jun/2014, 05/May/2014, 21/Abr/2014, 21/Abr/2014, 21/Abr/2014, 21/Abr/2014","10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 9.0, 10.0, 10.0, 10.0, 6.0, 10.0, 10.0, 10.0, 10.0, 6.0, 10.0, 10.0, 10.0, 10.0","10.0, 10.0, 8.0, 8.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 8.0, 8.0, 10.0, 10.0, 10.0, 10.0, 10.0, 6.0, 10.0, 10.0, 8.0, 8.0, 8.0, 8.0, 8.0, 10.0, 8.0, 8.0, 10.0, 8.0, 6.0, 6.0, 6.0, 6.0","TOMARÍA SU CLASE OTRA VEZ, BARCO, MUY CÓMICO, CLASES EXCELENTES, PREPÁRATE PARA LEER, BRINDA APOYO, LA PARTICIPACIÓN IMPORTA, RESPETADO POR LOS ESTUDIANTES, INSPIRACIONAL, DA BUENA RETROALIMENTACIÓN, ASPECTOS DE CALIFICACIÓN CLAROS, CALIFICA DURO",23,9.2,"El Dr. Omar es un profesor excelente en Psicopatología, con una fuerte formación en terapia cognitivo conductual y terapia de esquemas. Sus clases son claras, amenas y flexibles, con una gran cantidad de ejemplos y participación de los alumnos. Es muy accesible y responde a las dudas de los estudiantes. Las evaluaciones consisten en exámenes, una expo, un trabajo final y una infografía, y son fáciles de pasar si se estudia y se pone atención en clase. Es un buen profesor para estudiar un posgrado en psicoterapia en TCC.",
"Sánchez, Livia","2, 4, 5, 5, 3, 5, 4, 5, 4, 4, 4, 4, 4, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 4, 4, 4, 4","02/Ago/2023, 01/Ago/2023, 29/Jun/2023, 20/Ago/2021, 04/Ago/2021, 25/Ago/2020, 07/Ene/2020, 07/Dic/2019, 14/Sep/2018, 26/Jun/2018, 26/Jun/2018, 26/Jun/2018, 26/Jun/2018, 22/Jul/2017, 22/Jul/2017, 22/Jul/2017, 22/Jul/2017, 27/Dic/2016, 27/Dic/2016, 27/Dic/2016, 27/Dic/2016, 26/Jun/2018, 26/Jun/2018, 26/Jun/2018, 26/Jun/2018, 22/Jul/2017, 22/Jul/2017, 22/Jul/2017, 22/Jul/2017, 27/Dic/2016, 27/Dic/2016, 27/Dic/2016, 27/Dic/2016, 26/Jun/2018, 26/Jun/2018, 26/Jun/2018, 26/Jun/2018, 22/Jul/2017, 22/Jul/2017, 22/Jul/2017, 22/Jul/2017, 27/Dic/2016, 27/Dic/2016, 27/Dic/2016, 27/Dic/2016, 26/Jun/2018, 26/Jun/2018, 26/Jun/2018, 26/Jun/2018, 22/Jul/2017, 22/Jul/2017, 22/Jul/2017, 22/Jul/2017, 27/Dic/2016, 27/Dic/2016, 27/Dic/2016, 27/Dic/2016","9.0, 9.0, 9.0, 10.0, 9.0, 10.0, 10.0, 10.0, 9.0, 9.0, 9.0, 9.0, 9.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 9.0, 9.0, 9.0, 9.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 9.0, 9.0, 9.0, 9.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 9.0, 9.0, 9.0, 9.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0","6.0, 6.0, 8.0, 6.0, 8.0, 10.0, 10.0, 8.0, 8.0, 6.0, 6.0, 6.0, 6.0, 10.0, 10.0, 10.0, 10.0, 8.0, 8.0, 8.0, 8.0, 6.0, 6.0, 6.0, 6.0, 10.0, 10.0, 10.0, 10.0, 8.0, 8.0, 8.0, 8.0, 6.0, 6.0, 6.0, 6.0, 10.0, 10.0, 10.0, 10.0, 8.0, 8.0, 8.0, 8.0, 6.0, 6.0, 6.0, 6.0, 10.0, 10.0, 10.0, 10.0, 8.0, 8.0, 8.0, 8.0","TOMARÍA SU CLASE OTRA VEZ, BARCO, LOS EXÁMENES SON DIFÍCILES, ASISTENCIA OBLIGATORIA, CLASES EXCELENTES, BRINDA APOYO, PREPÁRATE PARA LEER, RESPETADO POR LOS ESTUDIANTES, DA BUENA RETROALIMENTACIÓN, ASPECTOS DE CALIFICACIÓN CLAROS",29,8.5,"La clase de la Dra. es una de las mejores de la facultad. Es una profesora muy empática, accesible y comprensiva, que se preocupa por que los estudiantes aprendan. Aunque no es buena en el área, se esfuerza por explicar los conceptos de manera clara y sencilla, utilizando ejercicios para facilitar la comprensión. La evaluación consiste en dos exámenes, uno en línea y otro escrito, que incluyen preguntas básicas y explicaciones. La Dra. es muy accesible y se preocupa por la participación de los estudiantes. Si estudias y pones atención en clase, sus exámenes no son difíciles. Además, la Dra. ofrece temas adicionales fuera del temario para ampliar el conocimiento de los estudiantes. Es una profesora recomendada al 100%.",
"Tenorio, Raúl","5, 4, 1, 1","12/Nov/2015, 28/Ene/2014, 30/Jul/2012, 11/Nov/2011","10.0, 9.0, 2.0, 2.0","6.0, 8.0, 10.0, 2.0",,6,6.2,"En resumen, el texto es una opinión negativa sobre un profesor universitario, criticando su falta de conocimiento y habilidades para impartir clases, y su comportamiento prepotente y poco profesional.",
"Terán Guillén, Marquina","1, 3, 2, 2, 4, 5, 2, 1, 4, 4, 4, 4, 1, 4, 4, 1, 2, 3, 5, 3, 2, 1, 1, 3, 3, 3","10/Feb/2015, 30/Jul/2012, 06/Jun/2012, 31/Ene/2012, 31/Ene/2012, 18/Ene/2012, 07/Nov/2011, 10/Ago/2011, 24/Jun/2011, 12/Jun/2011, 06/Jun/2011, 24/Mar/2011, 07/Ene/2011, 07/Ene/2011, 03/Ene/2011, 03/Dic/2010, 02/Dic/2010, 02/Dic/2010, 02/Nov/2010, 10/Oct/2010, 28/Ago/2010, 27/Ago/2010, 22/Ago/2010, 18/Jun/2010, 08/Feb/2010, 23/Jun/2009","2.0, 9.0, 9.0, 5.0, 8.0, 9.0, 4.0, 2.0, 9.0, 9.0, 10.0, 10.0, 3.0, 5.0, 10.0, 4.0, 6.0, 7.0, 9.0, 9.0, 6.0, 2.0, 2.0, 6.0, 8.0, 7.0","6.0, 10.0, 6.0, 8.0, 10.0, 8.0, 6.0, 2.0, 8.0, 6.0, 10.0, 10.0, 10.0, 10.0, 10.0, 4.0, 6.0, 6.0, 8.0, 8.0, 6.0, 10.0, 6.0, 8.0, 6.0, 8.0","MUCHOS PROYECTOS GRUPALES, MUCHAS TAREAS, BARCO",28,6.5,"La docente en cuestión es descrita como impuntual, desorganizada y voluble, pero también como justa y fácil de entender. Es impuntual y a veces llega tarde, pero sus clases son buenas y aclaratorias. Explica de manera clara y repasa hasta que no haya dudas. Es buena para un café, pero no para clases. A pesar de ser desorganizada, es justa y sus exámenes son fáciles si estudias. Es una buena maestra, aunque no aporta mucho y te deja mucha tarea. Es recomendable si buscas solo pasar su materia.",
"Tierrablanca Bermudez, Jannete","3, 3, 5, 3, 4, 1, 1, 1, 1, 3, 4, 1","24/Jun/2025, 19/Feb/2025, 09/Ene/2023, 17/Ene/2022, 26/Oct/2021, 01/Oct/2021, 26/Abr/2021, 09/Abr/2019, 13/Sep/2018, 01/Oct/2017, 10/Feb/2017, 26/Ene/2017","5.0, 4.0, 10.0, 10.0, 9.0, 2.0, 2.0, 2.0, 4.0, 9.0, 7.0, 3.0","6.0, 6.0, 10.0, 10.0, 6.0, 2.0, 2.0, 2.0, 2.0, 6.0, 8.0, 10.0","TOMARÍA SU CLASE OTRA VEZ, DA CRÉDITO EXTRA, CLASES EXCELENTES, BRINDA APOYO, PREPÁRATE PARA LEER, LA PARTICIPACIÓN IMPORTA, POCOS EXÁMENES, MUCHAS TAREAS, INSPIRACIONAL, DEJA TRABAJOS LARGOS, DA BUENA RETROALIMENTACIÓN, LAS CLASES SON LARGAS, CALIFICA DURO, ASPECTOS DE CALIFICACIÓN CLAROS",16,5.4,"La opinión sobre la profesora es negativa, destacando su actitud grosera y poco empática, así como la falta de profesionalismo. Sin embargo, algunos estudiantes mencionan que es una buena profesora que se esfuerza por explicar y resolver dudas. Se menciona que sus materiales son tediosamente innecesarios y que sus chistes son malos. Se compara su enseñanza con la de otro profesor, destacando la diferencia en su actitud y profesionalismo. Se concluye que la profesora no tiene inteligencia emocional y es poco respetuosa.",https://www.misprofesores.com/profesores/Jannete-Tierrablanca-Bermudez_83709
"Toledo, Aldo","4, 5, 5","21/Ene/2023, 29/Jul/2021, 09/Sep/2020","10.0, 10.0, 10.0","8.0, 10.0, 6.0","TOMARÍA SU CLASE OTRA VEZ, CLASES EXCELENTES, PREPÁRATE PARA LEER, LA PARTICIPACIÓN IMPORTA, DA BUENA RETROALIMENTACIÓN, ASPECTOS DE CALIFICACIÓN CLAROS",3,10.0,"El profesor es excelente, explica bien y se interesa por los alumnos. Sus clases son amenas y tranquilas, con participación activa y retroalimentación constante. Deja lecturas y proyectos de investigación, pero siempre pendiente de los avances de los alumnos.",https://www.misprofesores.com/profesores/Aldo-Toledo_124765
"Torreblanca, Omar","3, 4, 3, 3, 3, 4, 5, 3, 5, 2, 4, 3, 4, 3, 1, 3, 3, 4, 1, 1, 3, 5, 2, 5","28/Jun/2024, 25/Jun/2024, 09/Feb/2024, 28/Jun/2023, 31/Ene/2021, 14/Jun/2018, 29/Jun/2017, 20/Ene/2017, 13/Ene/2017, 11/Jul/2016, 09/Ene/2015, 14/Feb/2014, 28/Ene/2014, 13/Ene/2014, 28/Dic/2013, 25/Jun/2013, 25/Jun/2013, 31/Ene/2013, 03/Ene/2013, 13/Dic/2012, 26/Oct/2012, 10/Sep/2012, 01/Ago/2012, 25/Ene/2012","7.0, 9.0, 7.0, 7.0, 8.0, 9.0, 8.0, 10.0, 8.0, 6.0, 9.0, 7.0, 10.0, 8.0, 2.0, 7.0, 10.0, 10.0, 2.0, 2.0, 3.0, 10.0, 2.0, 10.0","10.0, 10.0, 6.0, 10.0, 8.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 2.0, 10.0, 8.0, 10.0, 10.0, 4.0, 6.0, 8.0, 8.0, 6.0","TOMARÍA SU CLASE OTRA VEZ, BARCO, MUCHOS PROYECTOS GRUPALES, ASISTENCIA OBLIGATORIA, CLASES EXCELENTES, PREPÁRATE PARA LEER, BRINDA APOYO, LA PARTICIPACIÓN IMPORTA, DA BUENA RETROALIMENTACIÓN, DEJA TRABAJOS LARGOS, LAS CLASES SON LARGAS, ASPECTOS DE CALIFICACIÓN CLAROS",25,7.2,"El profesor es amable, sabe del tema y responde a las preguntas de los alumnos, pero sus clases pueden ser aburridas y poco dinámicas. Las tareas consisten en resúmenes críticos, exposiciones y trabajos en equipo, y la calificación final depende en gran medida de un ensayo y de la participación en clase. El profesor es atento y ayuda a los alumnos en su planeación de carrera y en la titulación, pero su estilo de enseñanza puede ser confuso y poco atractivo para algunos. En general, el profesor es bueno y fácil de aprobar, pero puede ser aburrido y poco dinámico en clase.",https://www.misprofesores.com/profesores/omar-torreblanca_37968
"Torres Carrillo, Paulina",5,26/Jul/2019,10.0,8.0,"ASISTENCIA OBLIGATORIA, ASPECTOS DE CALIFICACIÓN CLAROS, BRINDA APOYO",1,10.0,"La docente es accesible, resolver dudas y acepta ideas nuevas. Su explicación es clara y fácil de entender, lo que la hace recomendable.",https://www.misprofesores.com/profesores/Paulina-Torres-Carrillo_109241
"Torres Chavez, Alvaro Florencio","4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2","13/Ene/2024, 13/Ene/2024, 13/Ene/2024, 13/Ene/2024, 30/Jun/2022, 30/Jun/2022, 30/Jun/2022, 30/Jun/2022, 16/Ago/2021, 16/Ago/2021, 16/Ago/2021, 16/Ago/2021, 08/Ene/2018, 08/Ene/2018, 08/Ene/2018, 08/Ene/2018, 19/Jun/2017, 19/Jun/2017, 19/Jun/2017, 19/Jun/2017, 13/Ene/2024, 13/Ene/2024, 13/Ene/2024, 13/Ene/2024, 30/Jun/2022, 30/Jun/2022, 30/Jun/2022, 30/Jun/2022, 16/Ago/2021, 16/Ago/2021, 16/Ago/2021, 16/Ago/2021, 08/Ene/2018, 08/Ene/2018, 08/Ene/2018, 08/Ene/2018, 19/Jun/2017, 19/Jun/2017, 19/Jun/2017, 19/Jun/2017, 13/Ene/2024, 13/Ene/2024, 13/Ene/2024, 13/Ene/2024, 30/Jun/2022, 30/Jun/2022, 30/Jun/2022, 30/Jun/2022, 16/Ago/2021, 16/Ago/2021, 16/Ago/2021, 16/Ago/2021, 08/Ene/2018, 08/Ene/2018, 08/Ene/2018, 08/Ene/2018, 19/Jun/2017, 19/Jun/2017, 19/Jun/2017, 19/Jun/2017, 13/Ene/2024, 13/Ene/2024, 13/Ene/2024, 13/Ene/2024, 30/Jun/2022, 30/Jun/2022, 30/Jun/2022, 30/Jun/2022, 16/Ago/2021, 16/Ago/2021, 16/Ago/2021, 16/Ago/2021, 08/Ene/2018, 08/Ene/2018, 08/Ene/2018, 08/Ene/2018, 19/Jun/2017, 19/Jun/2017, 19/Jun/2017, 19/Jun/2017","7.0, 7.0, 7.0, 7.0, 6.0, 6.0, 6.0, 6.0, 2.0, 2.0, 2.0, 2.0, 8.0, 8.0, 8.0, 8.0, 3.0, 3.0, 3.0, 3.0, 7.0, 7.0, 7.0, 7.0, 6.0, 6.0, 6.0, 6.0, 2.0, 2.0, 2.0, 2.0, 8.0, 8.0, 8.0, 8.0, 3.0, 3.0, 3.0, 3.0, 7.0, 7.0, 7.0, 7.0, 6.0, 6.0, 6.0, 6.0, 2.0, 2.0, 2.0, 2.0, 8.0, 8.0, 8.0, 8.0, 3.0, 3.0, 3.0, 3.0, 7.0, 7.0, 7.0, 7.0, 6.0, 6.0, 6.0, 6.0, 2.0, 2.0, 2.0, 2.0, 8.0, 8.0, 8.0, 8.0, 3.0, 3.0, 3.0, 3.0","8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 4.0, 4.0, 4.0, 4.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 4.0, 4.0, 4.0, 4.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 4.0, 4.0, 4.0, 4.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 4.0, 4.0, 4.0, 4.0","TOMARÍA SU CLASE OTRA VEZ, BARCO, MUY CÓMICO, LOS EXÁMENES SON DIFÍCILES, PREPÁRATE PARA LEER, BRINDA APOYO, MUCHOS EXÁMENES, DA BUENA RETROALIMENTACIÓN",12,6.7,"El profesor es amable pero sus clases son monótonas y a veces no interesa su materia. A pesar de que los exámenes son frecuentes y fáciles de retener, las lecturas son largas y es necesario estudiar mucho. El profesor suele divagar en clase, y los estudiantes aprenden más por las lecturas. Las clases son aburridas y las exposiciones son difíciles de entender. El profesor no pone calificaciones altas a menos que los estudiantes hagan el examen final.",https://www.misprofesores.com/profesores/Alvaro-Florencio-Torres-Chavez_41379
"Torres Knoop, Isabel","5, 4, 4, 4, 5, 5, 4, 5, 4, 5, 5, 5","09/Mar/2023, 16/Ago/2021, 11/Ago/2021, 30/Ene/2021, 16/Sep/2020, 02/Sep/2020, 16/Dic/2017, 31/Ene/2017, 20/Dic/2016, 05/Nov/2016, 23/Jul/2016, 20/Jul/2016","10.0, 9.0, 10.0, 8.0, 10.0, 10.0, 10.0, 9.0, 9.0, 10.0, 10.0, 10.0","8.0, 8.0, 8.0, 6.0, 8.0, 6.0, 6.0, 8.0, 8.0, 10.0, 6.0, 10.0","TOMARÍA SU CLASE OTRA VEZ, BARCO, CLASES EXCELENTES, BRINDA APOYO, LA PARTICIPACIÓN IMPORTA, MUCHOS EXÁMENES, MUCHAS TAREAS, INSPIRACIONAL, POCOS EXÁMENES, DA BUENA RETROALIMENTACIÓN, LAS CLASES SON LARGAS, ASPECTOS DE CALIFICACIÓN CLAROS",12,9.6,"La profesora es excelente en neuropsicología, explica muy bien, es clara y comprensiva. A pesar de ser en línea, sus clases son completas y no se hacen pesadas. Evalúa con cuestionarios, tareas y un examen final, todo lo que se ve en clase. Es muy buena en su materia, explica con claridad y resuelve dudas. La recomienda al 100% por su amabilidad, puntualidad y su interés en el aprendizaje de los alumnos.",https://www.misprofesores.com/profesores/Isabel-Torres-Knoop_80110
