profesor,fecha,comentario,calidad_general,facilidad
"cortes solis, tomas",10/Dic/2022,"Pide ensayos, los cuales no te da retroalimentación, No hace exámenes, y en algunos casos unas p Te enteras de tu calificación cuando ya la subió a actas. Sus textos son largos y no están actualizados. Si buscas pasar la materia sin tantas complicaciones Puede que sea para ti, sino busca otra opcion",7.0,6.0
"cortes solis, tomas",08/Ene/2019,"Brinda muy buena bibliografía para realizar los trabajos y se mantiene al pendiente de que los alumnos cumplan con todos los trabajos para pasar la materia lo mejor posible. Si tienes una duda te contesta desde la plataforma, aunque con él la materia siento es más para personas autodidactas.",10.0,10.0
"cortes solis, tomas",04/Ago/2018,"Sus asesorías son el línea, te responde los correos. Su evaluación es un poco ambigua porque no siempre da retroalimentación de las actividades que le envías. Si eres autodidacta, súper, si no, probablemente pierdas interés en la materia.",8.0,8.0
"cortes solis, tomas",08/Ene/2018,"Pésimo. Jamás explica cómo va a calificar. Asegura que lo que importa es el contenido de los trabajos, sin embargo, califica por extensión. Haz muchísimas hojas de trabajo y tendrás un 10 seguro. No lee NADA de lo que le mandas. Jamás te dará asesoría ni responderá tus dudas.",2.0,8.0
"cortes solis, tomas",28/Ago/2016,[Comentario esperando revisión],5.0,6.0
"cortes solis, tomas",24/Jul/2016,[Comentario esperando revisión],6.0,4.0
"cortes solis, tomas",14/Ago/2014,"LO LLEVE EN TEORIA SOCIOCULTURAL. EL ES UN CIBER-PROFESOR. SI ERES AUTÓNOMO ADELANTE. TE RESPONDE TODO. COMO YO NO PUEDO IR A LA FACULTAD, POR MI TRABAJO, PARA MÍ FUE IDEAL. SI ERES DEPENDIENTE DEL PROFESOR NO TE INSCRIBAS!",10.0,10.0
"cortes solis, tomas",28/Jul/2014,[Comentario esperando revisión],2.0,2.0
"cortes solis, tomas",24/Jul/2014,Sus cursos son en línea. Te proporciona todos los materiales. Si estas en Sistema de Universidad Abierta es una excelente oportunidad red aprender. Sí revisa todos los trabajos. No te confíes. Yo aprendí mucho con las prácticas,9.0,8.0
"cortes solis, tomas",03/Jul/2014,[Comentario esperando revisión],4.0,4.0
"cortes solis, tomas",11/Jun/2014,Me gusto mucho su modo de evaluar y el material que utiliza para es de muy buen nivel. Ademas sus practicas ayudan mucho a comprender mas el tema tratado,9.0,6.0
"Cortes, Tomas",29/Jun/2016,"En esta materia solamente nos enfocamos en Piaget, no sé que tan bueno sea eso. Pero las practicas que deja te ayudan a reafirmar el conocimiento y a desenvolverte.",7.0,6.0
"Cortes, Tomas",05/Jun/2015,"NUNCA ENTENDÍ COMO TRABAJABA O SI ALGUNA VEZ EXISTIÓ, YA QUE NO LO CONOCÍ EN TODO EL SEMESTRE",3.0,6.0
"Cortes, Tomas",03/Jun/2015,"En SUA califica con 4 ensayos y dos prácticas con fechas de entrega, en general muy accesible para los que trabajan, solo cumplan con los tiempos, entreguen bien redactado y obtendrán 10, es necesario buscar info. extra para las prácticas.",10.0,6.0
"Cortes, Tomas",14/Ene/2014,"Nunca conocí al profesor,y no daba retroalimentacion al final del curso envió un correo de que ya había subido las calificaciones, el semestre concistio en entregar ensayos en equipo y el material lo dejaba en la plataforma. No resolvió dudas. Pasas entregando los trabajos a tiempo",3.0,10.0
"Cortes, Tomas",15/Abr/2012,"Es un profesor muy valioso. Te adopta, te atiende y te asesora. Te da toda la libertad. Qué más quieres? Lo recomiendo para todos los que trabajamos. Te su apoyo. Cursé con él Ciclo de Vida. Lo recomiendo",9.0,10.0
"Cortes, Tomas",04/Ene/2012,"La materia la cursé por ALUNAM, los temas son fáciles, pero el profesor brilló por su ausencia. Si quieres pasar fácilmente cursa con él. Si quieres aprender, mejor busca otro profesor.",4.0,10.0
"Cortes, Tomas",15/Dic/2011,,2.0,10.0
"Cortes, Tomas",07/May/2011,[Comentario esperando revisión],2.0,8.0
"Cortes, Tomas",02/Mar/2011,,4.0,4.0
"Cortes, Tomas",06/Ago/2010,es un hombre muy sabio pero no sabe dar clase no tiene control de grupo para nada no se le entiende se hae bolas solo,2.0,8.0
"Cruz Cruz, Alejandra",25/Jun/2025,"la profesora busca que te lleves los conocimientos necesarios de la materia, en realidad si te ayuda a tener una idea concreta de qué rumbo quieres tomar con respecto a la carrera, solamente que a veces es medio pasivoagresiva y no acepta sus errores",7.0,10.0
"Cruz Cruz, Alejandra",02/Feb/2024,"Sus clases son irrelevantes, no las prepara. Podría estudialo solo si me pongo a leer. Es favoritista y sus exámenes del siglo pasado. No aportó a mi desarrollo como psicologo y esa materia me interesaba mucho. Es un pena tenere a ese tipo de maestras",2.0,2.0
"Cruz Cruz, Alejandra",02/Ago/2023,"Los examenes los realiza de acuerdo al contenido de las lecturas que deja, algunas practicas se me hacen irrelevantes y podrian resultar complicadas si no eres une de sus favorites. Si llegas a presentar algun problema es poco empatica y te pide los mil justificaciones.",4.0,6.0
"Cruz Cruz, Alejandra",31/Jul/2023,deja demasiadas tareas y se enfoca en cosas innecesarias,7.0,8.0
"Cruz Cruz, Alejandra",18/Ago/2022,"Excelente clase sobre todo por las compañeras ayudantes que te explican todo de forma muy clara y amigable, espero pronto tengan sus propios grupos. 100% recomendada.",10.0,10.0
"Cruz Cruz, Alejandra",30/Jun/2022,[Comentario esperando revisión],6.0,10.0
"Cruz Cruz, Alejandra",02/Sep/2021,"Su clase me pareció excelente, se turna con sus adjuntos para explicar los temas pero da buena retroalimentación y explica lo que no haya quedado claro. Responde todas las dudas y es muy amable Con mi grupo fue clara con su forma de evaluar",10.0,10.0
"Cruz Cruz, Alejandra",31/Ago/2021,"La verdad que era una persona amable, deja tareas interesante, pero no todas las explica de manera muy clara, por el paro cambió la forma de evaluar, califica sin una rubrica clara, el trabajo final a mi parecer lo califico como quiso, aunque si te da constante retroalimentación en las clases,",6.0,8.0
"Cruz Cruz, Alejandra",05/Mar/2021,"De las peores profesoras de la facultad, cámbiala en altas y bajas, su clase no vale la pena. Favoritismos, desorganización y flojera serían los 3 adjetivos que definen bien sus clases.",3.0,4.0
"Cruz Cruz, Alejandra",07/Feb/2021,"Muy mala como profesora, sus clases me aburrian mucho :c tengo suerte de no ir para esa área",4.0,6.0
"Cruz Cruz, Alejandra",13/Nov/2020,"Es muy amable, si le pides ayuda seguro que te brinda apoyo pero en su clase no termina de ser clara ni parece llevar un rumbo fijo. El curso de contextual, al igual que muchos compañeros, no lo tomó en serio, lo cual fue decepcionante para mi :( Estuvimos lejos de comprender la realidad social...",7.0,4.0
"Cruz Cruz, Alejandra",11/Oct/2020,,9.0,4.0
"Cruz Cruz, Alejandra",22/Sep/2020,Es pésima docente y pésima en su trabajo de administración!,2.0,2.0
"Cruz Cruz, Alejandra",14/Sep/2020,"Como persona es muy amable y muy buena, si ve que tienes interés en la clase trata de apoyarte con materiales e información extra. Su materia no es difícil, hace 2 o 3 exámenes que, si estudias, pasas fácilmente y pide exposiciones (cuando era presencial). Aprendí mucho con ella.",9.0,6.0
"Cruz Cruz, Alejandra",11/Sep/2020,"Como persona es buena, trata de ayudar a sus estudiantes, pero no me gustó que cambia los aspectos de calificación a cada rato. En mi grupo tuvimos bastantes problemas con ella para que nos respetara lo que a un inicio había dicho, pasa por alto algunos trabajos. Muchas tareas.",8.0,6.0
"Cruz Cruz, Alejandra",08/Sep/2020,"No me agradó tomar su clase, francamente no aprendí porque nos puso en equipos y nosotros dábamos la clase lo que hacía que se volviera tediosa además de que es confusa al explicar. Como persona es agradable pero como profesora no considero que sea buena",5.0,4.0
"Cruz Cruz, Alejandra",26/Ago/2020,Es una maestra un tanto pesada con sus trabajos y tareas pero realemete aprendes.,8.0,8.0
"Cruz Cruz, Alejandra",12/Jul/2020,"Pésima docente, no ayuda ni es ""inspiracional."" Los pocos comentarios positivos que tiene, seguramente son de esos alumnos con los que tuvo favoritismos durante el curso. Ella no es clara con la forma de evaluación final y te da la calificación que a ella se le de la gana y pierde trabajos. >:C",3.0,4.0
"Cruz Cruz, Alejandra",30/Mar/2020,"Es desorganizada, tiene favoritismos y la verdad prefiere estar en el DEP a dar clases. Puedes haber cumplido con todo lo que ella pidió (en tiempo y forma) y no te asegura ni siquiera sacar un 9 (menos un 10).",3.0,6.0
"Cruz Cruz, Alejandra",26/Mar/2020,"Cambia las evaluaciones varias veces a su gusto. La mayoria de las clases son aburridas y son exposiciones de compañeros. De las peores maestras , evitala.",2.0,2.0
"Cruz Cruz, Alejandra",15/Ene/2020,"La profesora Alejandra es exigente, la mayor parte del tiempo su calificación se basa en trabajos (son muchos) en equipo (así que escogelo bien), sus clases son largas y busca aclarar todas las dudas. Su forma de calificar es clara y dura a la vez.",10.0,6.0
"Cruz Cruz, Alejandra",29/Dic/2019,"Es buena persona, pero como profesora es pésima. Prácticamente nunca dio clase, todos los temas del curso los repartió en el grupo para que hiciéramos exposiciones. Siempre dejaba hacer resúmenes del libro (que no es un buen texto) y en eso se basó la calificación. Evítenla a toda costa.",3.0,6.0
"Cruz Cruz, Alejandra",27/Dic/2019,"es buena persona, no es difícil su clase pero realmente no aprendes mucho, es tu problema si aprendes o no. toda su clase es de un mismo libro y tu expones todos los temas, ella casi no da clase, deja tareas todas las semanas, son aburridas",8.0,6.0
"Cruz Cruz, Alejandra",16/Dic/2019,"Como persona me cae bien, pero si quieres aprender o mínimo pasar fácil, ella no es una opción. No es clara al 100% en como va a evaluar tus tareas, que va a tomar en cuenta y no te da retroalimentación. Hace que una materia que es relativamente fácil, sea difícil",2.0,6.0
"Cruz Cruz, Alejandra",10/Dic/2019,"Es buena persona, pero como docente es pésima. Nunca se preocupó de verdad por los proyectos de la materia (llámese carteles, entrevistas o exposiciones). A final de semestre comenzó a faltar mucho y su adjunto daba la clase. Es desorganizada y le da prioridad a sus otras obligaciones.",3.0,6.0
"Cruz Cruz, Alejandra",21/Jul/2019,"Cae bien y es muy amable, para los trabajos es muy especial al momento de calificar y muy poco clara al momento de dejarlos. Cambia de opinión respecto a los criterios de evaluación y pasa lista. Cada semana tienes tarea.",3.0,6.0
"Cruz Cruz, Alejandra",19/May/2019,"Se esfuerza mucho en sus clases, sin duda aprendes, le interesan sus alumnos pero deja muchas tareas muy largas y al final no respeta los criterios de evaluación que dio al inicio, es muy cambiante en cuanto a opnion y a veces su clase parece clase de secundaria porque revisa el cuaderno",9.0,6.0
"Cruz Cruz, Alejandra",21/Dic/2018,"La mejor profesora de mi 3er semestre: te transmite esa hambre por conocimiento que ella tiene. Posee una voz potente, y habla bastante elocuentemente. Además, sus clases son variadas y dinámicas, y pone interés sincero en cada alumno por separado. ¡Recomendadísima!",10.0,10.0
"Cruz Cruz, Alejandra",01/Dic/2018,"Es buena maestra, pero deja muchas tareas a lo largo del semestre",6.0,8.0
"Cruz Cruz, Alejandra",25/Ene/2018,[Comentario esperando revisión],2.0,2.0
"Cruz Cruz, Alejandra",15/Ene/2018,"Es muy buena en sus clases, de verdad te hace valorar el área contextual y reflexionas en la importancia que tienen las materias del área. Hace ver su materia como algo pesado, tienes proyecto y tareas por clase (las cuales firma) usa plataforma edmodo donde te manda tareas.",8.0,4.0
"Cruz Cruz, Alejandra",19/Dic/2017,"No respeta casi nada la forma de evaluación que menciona en un principio. Es mal organizada, primero dice una cosa y sale con otra, pero eso sí, te exige bastante.",3.0,6.0
"Cruz Cruz, Alejandra",26/Jul/2017,"Es demasiado exigente, debes cumplir con todas las lecturas que te pide porque las firma, se entregan unicamente el dia que las pide y también se hace un trabajo final en el que vas trabajando como un mes antes de que acabe el semestre, esta sencillo pasar pero es muy demandante.",6.0,6.0
"Cruz Cruz, Alejandra",07/Jun/2017,,5.0,6.0
"Cruz Cruz, Alejandra",27/Dic/2016,"A pesar de que es una materia de contextual es MUY exigente para calificar. Debes de esforzarte para entregar todos los reportes de lectura, tareas, entregar informe por escrito de tu exposición y cumplir con todos los puntos de evaluación del ensayo final si quieres sacar buena calificación.",10.0,8.0
"cruz, felipe",06/Ene/2025,"Dejó de impartir la clase a mediados de semestre según para que hiciéramos el proyecto final, las clases que llegó a dar fueron muy confusas y ni él sabía de qué hablaba y se hacía bolas solito. No aprendí nada",4.0,6.0
"cruz, felipe",16/Oct/2024,"Muy mal profesor, en serio. Pidió tareas tediosas e innecesariamente largas, en clase se va por las ramas y no dice nada concreto, solo habla al aire mirando su computadora, de verdad no lo metas ni de relleno ni aunque no tengas de otra porque no hay forma sencilla de pasar y no lo vale",2.0,2.0
"cruz, felipe",27/Jul/2024,"Literalmente no da clase, solo se sienta en su escritorio a ver su computadora, deja cosas sin dar una retroalimentación significativa, no sabe impartir clase y suele ser inflexible en muchas cosas, no lo recomiendo para nada si vas al área.",4.0,2.0
"cruz, felipe",14/Dic/2023,"Es uno de los peores maestros que he tenido, cuando ""explica"" solo es el con su computadora, hablando. No lo metas aunque no tengas de otra, ni de relleno, porque no aprenderás. Pero si lo metes, pregunta todo, sino cambiará la evaluación al final. Nunca retroalimenta y se enoja si lo pides.",3.0,4.0
"cruz, felipe",12/Feb/2021,"Todas las clases son exposiciones por los alumnos a partir de trabajos de investigación sobre los trastornos del neurodesarrollo, la verdad sí llega a ser algo pesado si no distribuyes bien tu tiempo. Tiene mucho favoritismo y no aprecia el trabajo de los demás, solo al de su grupo de favoritos.",6.0,8.0
"cruz, felipe",09/Feb/2021,"Fueron sólo exposiciones por los alumnos, desarrolló de un trastorno del desarrollo por semana, demasiada carga innecesaria y super tediosa... No lo recomiendo para nada, aparte de que le da preferencia a su ""Grupo élite"" y aparta a los que no tienen su ""formación académica"" Pésimo",5.0,6.0
"cruz, felipe",15/Jul/2018,"A mi me pereció malísimo, no logra concretar nada y divaga. Trata de aportar algunos aspectos filosóficos pero a veces ni puede encontrar las palabras y tarda incluso para poder hablar, es como si se le reseteara el chip... y ni siquiera da el la clase.",4.0,6.0
"cruz, felipe",12/Jun/2018,"No se confíen en los lineamientos de evaluación planteados al inicio de la clase porque durante el semestre se le ocurre agregar la aplicación de exámenes y trabajos finales. En verdad no vale la pena, deja actividades semanales que no te aportan nada y sus clases son muy aburridas",5.0,4.0
"cruz, felipe",24/Jul/2017,"No hay parte práctica, aun cuando en un inicio dice que sí. Entregamos tareas semanales que de pronto se convirtieron en el trabajo final que valdría el 100%. En clase sólo hablábamos de tales entregas. No lleva el temario y su claridad en el modo de evaluar es escasa. Recomiendo que lo eviten.",2.0,8.0
"cruz, felipe",30/Jun/2017,[Comentario esperando revisión],2.0,2.0
"cruz, felipe",05/Abr/2017,Es un huevón,2.0,2.0
"cruz, felipe",06/Feb/2017,Nunca dio una clase solo fueron exposiciones de los alumnos. Cada semana se hacía una unidad del temario la cual se mandaba junto con una presentación.,6.0,6.0
